CO,CO2,Kategori
277,49,Sangat Tidak Sehat
58,144,Tidak Sehat
77,70,Sedang
312,303,Berbahaya
432,107,Berbahaya
208,436,Berbahaya
24,241,Sangat Tidak Sehat
294,415,Berbahaya
478,268,Berbahaya
92,260,Sangat Tidak Sehat
382,332,Berbahaya
279,463,Berbahaya
224,108,Sangat Tidak Sehat
246,390,Berbahaya
40,87,Sedang
32,197,Tidak Sehat
103,464,Berbahaya
290,78,Sangat Tidak Sehat
334,60,Berbahaya
490,448,Berbahaya
351,46,Berbahaya
202,188,Sangat Tidak Sehat
247,401,Berbahaya
476,144,Berbahaya
6,361,Berbahaya
130,374,Berbahaya
213,455,Berbahaya
155,437,Berbahaya
183,214,Sangat Tidak Sehat
68,338,Berbahaya
269,230,Sangat Tidak Sehat
133,463,Berbahaya
77,386,Berbahaya
230,56,Sangat Tidak Sehat
256,214,Sangat Tidak Sehat
382,188,Berbahaya
183,405,Berbahaya
241,15,Sangat Tidak Sehat
147,430,Berbahaya
159,172,Tidak Sehat
279,76,Sangat Tidak Sehat
42,165,Tidak Sehat
56,394,Berbahaya
115,353,Berbahaya
74,403,Berbahaya
95,17,Sedang
287,336,Berbahaya
245,68,Sangat Tidak Sehat
96,486,Berbahaya
18,166,Tidak Sehat
258,11,Sangat Tidak Sehat
32,414,Berbahaya
53,65,Sedang
47,142,Tidak Sehat
339,302,Berbahaya
304,256,Berbahaya
121,372,Berbahaya
166,412,Berbahaya
296,139,Sangat Tidak Sehat
451,216,Berbahaya
488,306,Berbahaya
361,268,Berbahaya
309,348,Berbahaya
326,10,Berbahaya
48,460,Berbahaya
446,76,Berbahaya
224,82,Sangat Tidak Sehat
500,120,Berbahaya
122,362,Berbahaya
131,374,Berbahaya
396,1,Berbahaya
23,114,Tidak Sehat
140,484,Berbahaya
83,226,Sangat Tidak Sehat
388,26,Berbahaya
273,475,Berbahaya
143,61,Tidak Sehat
488,56,Berbahaya
424,260,Berbahaya
275,175,Sangat Tidak Sehat
373,238,Berbahaya
258,284,Sangat Tidak Sehat
316,136,Berbahaya
409,343,Berbahaya
26,12,Baik
308,225,Berbahaya
425,226,Berbahaya
433,144,Berbahaya
284,215,Sangat Tidak Sehat
212,147,Sangat Tidak Sehat
12,243,Sangat Tidak Sehat
416,173,Berbahaya
272,468,Berbahaya
260,55,Sangat Tidak Sehat
267,274,Sangat Tidak Sehat
327,291,Berbahaya
345,76,Berbahaya
59,436,Berbahaya
484,395,Berbahaya
10,334,Berbahaya
46,274,Sangat Tidak Sehat
301,392,Berbahaya
286,336,Berbahaya
143,143,Tidak Sehat
496,367,Berbahaya
0,14,Baik
248,191,Sangat Tidak Sehat
133,314,Berbahaya
15,464,Berbahaya
424,215,Berbahaya
279,11,Sangat Tidak Sehat
95,234,Sangat Tidak Sehat
205,225,Sangat Tidak Sehat
117,357,Berbahaya
321,186,Berbahaya
285,334,Berbahaya
333,182,Berbahaya
130,198,Tidak Sehat
26,466,Berbahaya
335,342,Berbahaya
146,23,Tidak Sehat
328,392,Berbahaya
115,205,Sangat Tidak Sehat
27,46,Baik
93,339,Berbahaya
175,98,Tidak Sehat
197,24,Tidak Sehat
160,213,Sangat Tidak Sehat
472,343,Berbahaya
366,407,Berbahaya
349,295,Berbahaya
338,102,Berbahaya
177,318,Berbahaya
173,105,Tidak Sehat
353,366,Berbahaya
412,423,Berbahaya
89,340,Berbahaya
40,308,Berbahaya
100,484,Berbahaya
399,1,Berbahaya
330,61,Berbahaya
285,291,Sangat Tidak Sehat
103,144,Tidak Sehat
428,368,Berbahaya
6,391,Berbahaya
189,127,Tidak Sehat
454,206,Berbahaya
445,76,Berbahaya
221,231,Sangat Tidak Sehat
450,297,Berbahaya
388,48,Berbahaya
370,254,Berbahaya
75,84,Sedang
113,490,Berbahaya
17,343,Berbahaya
303,75,Berbahaya
228,56,Sangat Tidak Sehat
430,38,Berbahaya
126,250,Sangat Tidak Sehat
359,195,Berbahaya
284,181,Sangat Tidak Sehat
214,175,Sangat Tidak Sehat
146,401,Berbahaya
418,64,Berbahaya
346,486,Berbahaya
479,31,Berbahaya
29,167,Tidak Sehat
455,350,Berbahaya
325,313,Berbahaya
28,428,Berbahaya
4,269,Sangat Tidak Sehat
111,50,Tidak Sehat
255,69,Sangat Tidak Sehat
85,4,Sedang
412,72,Berbahaya
404,297,Berbahaya
407,51,Berbahaya
379,317,Berbahaya
149,387,Berbahaya
159,61,Tidak Sehat
384,302,Berbahaya
110,171,Tidak Sehat
281,147,Sangat Tidak Sehat
445,233,Berbahaya
75,170,Tidak Sehat
249,49,Sangat Tidak Sehat
399,53,Berbahaya
344,271,Berbahaya
43,321,Berbahaya
389,162,Berbahaya
349,468,Berbahaya
329,55,Berbahaya
132,343,Berbahaya
177,67,Tidak Sehat
496,406,Berbahaya
21,442,Berbahaya
243,315,Berbahaya
455,12,Berbahaya
467,388,Berbahaya
254,350,Berbahaya
153,301,Berbahaya
256,357,Berbahaya
391,467,Berbahaya
428,174,Berbahaya
313,426,Berbahaya
25,85,Sedang
310,493,Berbahaya
400,0,Berbahaya
322,140,Berbahaya
421,315,Berbahaya
451,209,Berbahaya
454,117,Berbahaya
385,469,Berbahaya
254,346,Berbahaya
169,103,Tidak Sehat
252,292,Sangat Tidak Sehat
110,270,Sangat Tidak Sehat
500,48,Berbahaya
449,9,Berbahaya
312,8,Berbahaya
453,366,Berbahaya
121,43,Tidak Sehat
397,353,Berbahaya
364,374,Berbahaya
302,348,Berbahaya
140,221,Sangat Tidak Sehat
386,324,Berbahaya
268,476,Berbahaya
399,69,Berbahaya
375,405,Berbahaya
476,454,Berbahaya
490,73,Berbahaya
277,443,Berbahaya
38,229,Sangat Tidak Sehat
260,419,Berbahaya
437,60,Berbahaya
194,219,Sangat Tidak Sehat
358,163,Berbahaya
496,131,Berbahaya
311,351,Berbahaya
221,478,Berbahaya
111,92,Tidak Sehat
74,33,Sedang
46,46,Baik
262,47,Sangat Tidak Sehat
189,303,Berbahaya
156,150,Tidak Sehat
109,217,Sangat Tidak Sehat
32,419,Berbahaya
239,259,Sangat Tidak Sehat
439,368,Berbahaya
325,219,Berbahaya
267,104,Sangat Tidak Sehat
337,463,Berbahaya
293,418,Berbahaya
452,17,Berbahaya
274,364,Berbahaya
215,86,Sangat Tidak Sehat
14,270,Sangat Tidak Sehat
266,311,Berbahaya
201,146,Sangat Tidak Sehat
236,265,Sangat Tidak Sehat
309,166,Berbahaya
184,31,Tidak Sehat
355,415,Berbahaya
188,108,Tidak Sehat
359,487,Berbahaya
164,153,Tidak Sehat
380,106,Berbahaya
75,196,Tidak Sehat
492,24,Berbahaya
447,122,Berbahaya
263,245,Sangat Tidak Sehat
59,145,Tidak Sehat
284,208,Sangat Tidak Sehat
499,159,Berbahaya
454,449,Berbahaya
246,77,Sangat Tidak Sehat
462,238,Berbahaya
346,155,Berbahaya
83,166,Tidak Sehat
404,303,Berbahaya
493,489,Berbahaya
6,113,Tidak Sehat
463,286,Berbahaya
377,464,Berbahaya
289,311,Berbahaya
340,63,Berbahaya
451,227,Berbahaya
253,232,Sangat Tidak Sehat
264,386,Berbahaya
2,333,Berbahaya
472,40,Berbahaya
68,302,Berbahaya
478,410,Berbahaya
468,143,Berbahaya
288,176,Sangat Tidak Sehat
208,234,Sangat Tidak Sehat
42,285,Sangat Tidak Sehat
398,390,Berbahaya
382,356,Berbahaya
457,494,Berbahaya
357,359,Berbahaya
374,417,Berbahaya
147,406,Berbahaya
103,404,Berbahaya
219,62,Sangat Tidak Sehat
315,80,Berbahaya
443,393,Berbahaya
423,54,Berbahaya
72,231,Sangat Tidak Sehat
106,179,Tidak Sehat
13,206,Sangat Tidak Sehat
15,30,Baik
129,151,Tidak Sehat
475,59,Berbahaya
412,99,Berbahaya
349,448,Berbahaya
33,43,Baik
156,32,Tidak Sehat
458,424,Berbahaya
352,192,Berbahaya
493,440,Berbahaya
244,153,Sangat Tidak Sehat
70,207,Sangat Tidak Sehat
368,453,Berbahaya
409,109,Berbahaya
430,416,Berbahaya
220,198,Sangat Tidak Sehat
309,399,Berbahaya
191,271,Sangat Tidak Sehat
15,329,Berbahaya
415,440,Berbahaya
465,179,Berbahaya
48,275,Sangat Tidak Sehat
39,430,Berbahaya
360,62,Berbahaya
427,78,Berbahaya
165,275,Sangat Tidak Sehat
442,31,Berbahaya
107,50,Tidak Sehat
39,126,Tidak Sehat
383,116,Berbahaya
388,171,Berbahaya
384,261,Berbahaya
112,486,Berbahaya
65,149,Tidak Sehat
458,74,Berbahaya
401,7,Berbahaya
367,320,Berbahaya
184,405,Berbahaya
463,450,Berbahaya
411,315,Berbahaya
107,12,Tidak Sehat
109,54,Tidak Sehat
149,456,Berbahaya
115,373,Berbahaya
125,300,Berbahaya
115,121,Tidak Sehat
133,267,Sangat Tidak Sehat
423,61,Berbahaya
196,152,Tidak Sehat
127,367,Berbahaya
342,242,Berbahaya
304,205,Berbahaya
28,253,Sangat Tidak Sehat
40,54,Sedang
391,243,Berbahaya
389,90,Berbahaya
127,299,Sangat Tidak Sehat
76,265,Sangat Tidak Sehat
290,346,Berbahaya
230,200,Sangat Tidak Sehat
415,353,Berbahaya
280,357,Berbahaya
263,316,Berbahaya
425,147,Berbahaya
150,274,Sangat Tidak Sehat
168,339,Berbahaya
364,374,Berbahaya
469,95,Berbahaya
48,320,Berbahaya
183,294,Sangat Tidak Sehat
338,61,Berbahaya
464,260,Berbahaya
121,359,Berbahaya
351,124,Berbahaya
209,136,Sangat Tidak Sehat
5,242,Sangat Tidak Sehat
222,391,Berbahaya
255,369,Berbahaya
190,103,Tidak Sehat
349,139,Berbahaya
453,113,Berbahaya
429,454,Berbahaya
165,34,Tidak Sehat
173,450,Berbahaya
328,253,Berbahaya
371,136,Berbahaya
249,272,Sangat Tidak Sehat
441,499,Berbahaya
463,16,Berbahaya
455,248,Berbahaya
225,34,Sangat Tidak Sehat
84,286,Sangat Tidak Sehat
128,157,Tidak Sehat
411,456,Berbahaya
60,21,Sedang
235,275,Sangat Tidak Sehat
396,29,Berbahaya
210,268,Sangat Tidak Sehat
29,80,Sedang
293,436,Berbahaya
266,163,Sangat Tidak Sehat
209,302,Berbahaya
168,18,Tidak Sehat
296,231,Sangat Tidak Sehat
416,87,Berbahaya
416,171,Berbahaya
300,181,Berbahaya
432,401,Berbahaya
228,187,Sangat Tidak Sehat
322,102,Berbahaya
389,57,Berbahaya
190,244,Sangat Tidak Sehat
116,389,Berbahaya
265,310,Berbahaya
475,303,Berbahaya
221,348,Berbahaya
225,92,Sangat Tidak Sehat
152,289,Sangat Tidak Sehat
340,328,Berbahaya
367,163,Berbahaya
472,489,Berbahaya
323,159,Berbahaya
132,475,Berbahaya
5,86,Sedang
150,194,Tidak Sehat
229,91,Sangat Tidak Sehat
337,397,Berbahaya
381,242,Berbahaya
192,373,Berbahaya
464,199,Berbahaya
132,396,Berbahaya
291,160,Sangat Tidak Sehat
375,189,Berbahaya
51,208,Sangat Tidak Sehat
296,457,Berbahaya
466,42,Berbahaya
392,290,Berbahaya
402,399,Berbahaya
162,323,Berbahaya
179,51,Tidak Sehat
301,25,Berbahaya
314,420,Berbahaya
13,222,Sangat Tidak Sehat
200,184,Sangat Tidak Sehat
32,45,Baik
309,382,Berbahaya
245,69,Sangat Tidak Sehat
363,286,Berbahaya
94,293,Sangat Tidak Sehat
125,495,Berbahaya
401,265,Berbahaya
245,398,Berbahaya
174,142,Tidak Sehat
18,127,Tidak Sehat
4,28,Baik
199,434,Berbahaya
216,10,Sangat Tidak Sehat
320,112,Berbahaya
249,215,Sangat Tidak Sehat
320,85,Berbahaya
490,98,Berbahaya
350,14,Berbahaya
315,325,Berbahaya
284,471,Berbahaya
96,449,Berbahaya
375,242,Berbahaya
477,476,Berbahaya
125,71,Tidak Sehat
40,499,Berbahaya
463,66,Berbahaya
261,283,Sangat Tidak Sehat
275,438,Berbahaya
389,165,Berbahaya
461,72,Berbahaya
257,355,Berbahaya
236,138,Sangat Tidak Sehat
298,285,Sangat Tidak Sehat
71,371,Berbahaya
22,269,Sangat Tidak Sehat
326,202,Berbahaya
41,350,Berbahaya
315,296,Berbahaya
375,472,Berbahaya
399,466,Berbahaya
332,482,Berbahaya
194,440,Berbahaya
307,323,Berbahaya
56,459,Berbahaya
399,119,Berbahaya
320,23,Berbahaya
130,40,Tidak Sehat
122,124,Tidak Sehat
141,60,Tidak Sehat
357,348,Berbahaya
318,493,Berbahaya
366,23,Berbahaya
350,250,Berbahaya
229,95,Sangat Tidak Sehat
161,379,Berbahaya
284,495,Berbahaya
353,13,Berbahaya
459,408,Berbahaya
430,212,Berbahaya
64,54,Sedang
434,20,Berbahaya
95,40,Sedang
53,85,Sedang
100,215,Sangat Tidak Sehat
0,422,Berbahaya
364,309,Berbahaya
452,317,Berbahaya
266,141,Sangat Tidak Sehat
145,351,Berbahaya
174,479,Berbahaya
354,295,Berbahaya
458,344,Berbahaya
94,14,Sedang
158,343,Berbahaya
48,372,Berbahaya
194,242,Sangat Tidak Sehat
102,340,Berbahaya
6,278,Sangat Tidak Sehat
42,116,Tidak Sehat
129,43,Tidak Sehat
99,331,Berbahaya
77,414,Berbahaya
90,443,Berbahaya
41,97,Sedang
313,169,Berbahaya
369,97,Berbahaya
57,286,Sangat Tidak Sehat
318,449,Berbahaya
62,441,Berbahaya
217,61,Sangat Tidak Sehat
92,15,Sedang
432,103,Berbahaya
388,160,Berbahaya
367,57,Berbahaya
425,330,Berbahaya
460,377,Berbahaya
48,171,Tidak Sehat
171,321,Berbahaya
150,99,Tidak Sehat
480,493,Berbahaya
450,208,Berbahaya
60,425,Berbahaya
42,208,Sangat Tidak Sehat
417,492,Berbahaya
217,28,Sangat Tidak Sehat
209,54,Sangat Tidak Sehat
295,390,Berbahaya
361,313,Berbahaya
343,398,Berbahaya
92,21,Sedang
329,412,Berbahaya
34,496,Berbahaya
415,179,Berbahaya
480,191,Berbahaya
480,320,Berbahaya
159,42,Tidak Sehat
172,200,Sangat Tidak Sehat
458,366,Berbahaya
222,407,Berbahaya
490,142,Berbahaya
372,434,Berbahaya
322,286,Berbahaya
105,92,Tidak Sehat
45,440,Berbahaya
221,309,Berbahaya
131,3,Tidak Sehat
467,153,Berbahaya
312,62,Berbahaya
251,489,Berbahaya
66,371,Berbahaya
367,212,Berbahaya
483,400,Berbahaya
31,243,Sangat Tidak Sehat
428,148,Berbahaya
484,192,Berbahaya
410,188,Berbahaya
494,7,Berbahaya
216,219,Sangat Tidak Sehat
204,41,Sangat Tidak Sehat
396,40,Berbahaya
206,494,Berbahaya
13,198,Tidak Sehat
194,9,Tidak Sehat
147,41,Tidak Sehat
428,142,Berbahaya
67,459,Berbahaya
499,319,Berbahaya
427,465,Berbahaya
16,176,Tidak Sehat
124,307,Berbahaya
308,403,Berbahaya
439,190,Berbahaya
38,293,Sangat Tidak Sehat
357,428,Berbahaya
216,141,Sangat Tidak Sehat
4,406,Berbahaya
52,251,Sangat Tidak Sehat
252,444,Berbahaya
116,21,Tidak Sehat
67,422,Berbahaya
276,125,Sangat Tidak Sehat
498,136,Berbahaya
113,21,Tidak Sehat
144,107,Tidak Sehat
111,303,Berbahaya
110,296,Sangat Tidak Sehat
290,10,Sangat Tidak Sehat
492,400,Berbahaya
488,464,Berbahaya
2,11,Baik
240,39,Sangat Tidak Sehat
89,275,Sangat Tidak Sehat
5,192,Tidak Sehat
38,357,Berbahaya
170,112,Tidak Sehat
350,24,Berbahaya
53,94,Sedang
24,137,Tidak Sehat
403,88,Berbahaya
57,132,Tidak Sehat
410,179,Berbahaya
46,148,Tidak Sehat
419,275,Berbahaya
272,45,Sangat Tidak Sehat
17,116,Tidak Sehat
264,31,Sangat Tidak Sehat
414,341,Berbahaya
353,239,Berbahaya
148,333,Berbahaya
308,466,Berbahaya
394,112,Berbahaya
367,418,Berbahaya
191,205,Sangat Tidak Sehat
198,458,Berbahaya
15,17,Baik
218,82,Sangat Tidak Sehat
33,331,Berbahaya
150,410,Berbahaya
44,372,Berbahaya
30,463,Berbahaya
29,442,Berbahaya
93,196,Tidak Sehat
418,295,Berbahaya
489,22,Berbahaya
306,180,Berbahaya
401,12,Berbahaya
279,36,Sangat Tidak Sehat
479,390,Berbahaya
435,408,Berbahaya
277,372,Berbahaya
353,210,Berbahaya
484,144,Berbahaya
328,292,Berbahaya
111,362,Berbahaya
91,391,Berbahaya
65,311,Berbahaya
278,250,Sangat Tidak Sehat
444,432,Berbahaya
154,417,Berbahaya
222,166,Sangat Tidak Sehat
279,64,Sangat Tidak Sehat
481,46,Berbahaya
481,56,Berbahaya
425,345,Berbahaya
346,441,Berbahaya
74,286,Sangat Tidak Sehat
423,364,Berbahaya
284,178,Sangat Tidak Sehat
471,147,Berbahaya
263,237,Sangat Tidak Sehat
472,191,Berbahaya
343,499,Berbahaya
188,268,Sangat Tidak Sehat
417,346,Berbahaya
9,125,Tidak Sehat
25,485,Berbahaya
460,269,Berbahaya
472,56,Berbahaya
346,251,Berbahaya
180,176,Tidak Sehat
412,139,Berbahaya
475,428,Berbahaya
120,251,Sangat Tidak Sehat
409,163,Berbahaya
294,438,Berbahaya
489,309,Berbahaya
386,377,Berbahaya
94,222,Sangat Tidak Sehat
154,331,Berbahaya
79,229,Sangat Tidak Sehat
399,393,Berbahaya
292,266,Sangat Tidak Sehat
15,181,Tidak Sehat
196,379,Berbahaya
325,452,Berbahaya
320,106,Berbahaya
252,27,Sangat Tidak Sehat
287,280,Sangat Tidak Sehat
212,86,Sangat Tidak Sehat
339,352,Berbahaya
148,41,Tidak Sehat
118,250,Sangat Tidak Sehat
222,274,Sangat Tidak Sehat
292,88,Sangat Tidak Sehat
137,411,Berbahaya
444,349,Berbahaya
83,37,Sedang
310,403,Berbahaya
334,74,Berbahaya
81,48,Sedang
495,490,Berbahaya
46,467,Berbahaya
125,167,Tidak Sehat
184,270,Sangat Tidak Sehat
106,304,Berbahaya
80,68,Sedang
30,270,Sangat Tidak Sehat
448,264,Berbahaya
2,127,Tidak Sehat
164,358,Berbahaya
115,388,Berbahaya
453,340,Berbahaya
136,308,Berbahaya
393,211,Berbahaya
402,315,Berbahaya
380,432,Berbahaya
219,193,Sangat Tidak Sehat
285,324,Berbahaya
422,233,Berbahaya
464,253,Berbahaya
27,336,Berbahaya
108,76,Tidak Sehat
121,36,Tidak Sehat
186,395,Berbahaya
308,472,Berbahaya
374,356,Berbahaya
22,215,Sangat Tidak Sehat
162,171,Tidak Sehat
446,219,Berbahaya
244,326,Berbahaya
260,88,Sangat Tidak Sehat
466,317,Berbahaya
257,111,Sangat Tidak Sehat
210,230,Sangat Tidak Sehat
460,325,Berbahaya
199,35,Tidak Sehat
97,458,Berbahaya
13,458,Berbahaya
76,200,Sangat Tidak Sehat
164,122,Tidak Sehat
355,491,Berbahaya
331,491,Berbahaya
443,277,Berbahaya
486,75,Berbahaya
428,404,Berbahaya
80,312,Berbahaya
227,309,Berbahaya
481,72,Berbahaya
66,152,Tidak Sehat
355,119,Berbahaya
487,422,Berbahaya
96,457,Berbahaya
208,253,Sangat Tidak Sehat
279,186,Sangat Tidak Sehat
258,351,Berbahaya
65,58,Sedang
259,420,Berbahaya
10,68,Sedang
342,9,Berbahaya
214,310,Berbahaya
395,398,Berbahaya
265,340,Berbahaya
174,52,Tidak Sehat
268,100,Sangat Tidak Sehat
127,140,Tidak Sehat
422,57,Berbahaya
488,438,Berbahaya
495,364,Berbahaya
470,496,Berbahaya
258,309,Berbahaya
286,420,Berbahaya
264,232,Sangat Tidak Sehat
169,259,Sangat Tidak Sehat
256,181,Sangat Tidak Sehat
439,360,Berbahaya
401,196,Berbahaya
329,81,Berbahaya
475,132,Berbahaya
38,87,Sedang
135,195,Tidak Sehat
51,303,Berbahaya
221,47,Sangat Tidak Sehat
282,499,Berbahaya
403,490,Berbahaya
1,281,Sangat Tidak Sehat
145,420,Berbahaya
320,57,Berbahaya
337,201,Berbahaya
34,265,Sangat Tidak Sehat
392,433,Berbahaya
487,136,Berbahaya
223,68,Sangat Tidak Sehat
135,38,Tidak Sehat
405,47,Berbahaya
481,418,Berbahaya
291,344,Berbahaya
381,308,Berbahaya
14,327,Berbahaya
432,2,Berbahaya
211,391,Berbahaya
461,159,Berbahaya
34,135,Tidak Sehat
453,299,Berbahaya
405,164,Berbahaya
421,107,Berbahaya
186,326,Berbahaya
386,436,Berbahaya
492,18,Berbahaya
202,304,Berbahaya
405,84,Berbahaya
141,48,Tidak Sehat
238,29,Sangat Tidak Sehat
204,86,Sangat Tidak Sehat
360,268,Berbahaya
345,82,Berbahaya
181,455,Berbahaya
294,149,Sangat Tidak Sehat
310,431,Berbahaya
389,377,Berbahaya
178,80,Tidak Sehat
376,218,Berbahaya
1,194,Tidak Sehat
146,377,Berbahaya
459,205,Berbahaya
179,44,Tidak Sehat
468,251,Berbahaya
300,230,Berbahaya
110,386,Berbahaya
70,289,Sangat Tidak Sehat
324,225,Berbahaya
11,403,Berbahaya
418,360,Berbahaya
98,130,Tidak Sehat
341,122,Berbahaya
219,272,Sangat Tidak Sehat
239,86,Sangat Tidak Sehat
379,94,Berbahaya
279,15,Sangat Tidak Sehat
486,42,Berbahaya
499,405,Berbahaya
365,83,Berbahaya
368,445,Berbahaya
267,239,Sangat Tidak Sehat
347,199,Berbahaya
210,415,Berbahaya
86,447,Berbahaya
367,103,Berbahaya
89,188,Tidak Sehat
326,294,Berbahaya
203,239,Sangat Tidak Sehat
310,55,Berbahaya
299,196,Sangat Tidak Sehat
395,404,Berbahaya
204,141,Sangat Tidak Sehat
120,145,Tidak Sehat
332,145,Berbahaya
375,494,Berbahaya
431,232,Berbahaya
144,296,Sangat Tidak Sehat
29,15,Baik
449,447,Berbahaya
315,258,Berbahaya
117,472,Berbahaya
422,465,Berbahaya
81,65,Sedang
397,29,Berbahaya
279,84,Sangat Tidak Sehat
386,44,Berbahaya
229,340,Berbahaya
174,335,Berbahaya
182,267,Sangat Tidak Sehat
298,439,Berbahaya
274,282,Sangat Tidak Sehat
493,136,Berbahaya
156,476,Berbahaya
168,148,Tidak Sehat
494,33,Berbahaya
35,436,Berbahaya
412,241,Berbahaya
189,429,Berbahaya
150,457,Berbahaya
103,378,Berbahaya
482,20,Berbahaya
221,148,Sangat Tidak Sehat
219,255,Sangat Tidak Sehat
30,472,Berbahaya
67,20,Sedang
392,478,Berbahaya
352,215,Berbahaya
195,100,Tidak Sehat
483,362,Berbahaya
222,283,Sangat Tidak Sehat
208,189,Sangat Tidak Sehat
191,171,Tidak Sehat
469,138,Berbahaya
401,292,Berbahaya
104,274,Sangat Tidak Sehat
396,381,Berbahaya
301,333,Berbahaya
217,24,Sangat Tidak Sehat
47,178,Tidak Sehat
348,361,Berbahaya
392,53,Berbahaya
314,325,Berbahaya
134,429,Berbahaya
119,31,Tidak Sehat
205,414,Berbahaya
284,449,Berbahaya
421,266,Berbahaya
66,242,Sangat Tidak Sehat
287,142,Sangat Tidak Sehat
203,16,Sangat Tidak Sehat
132,0,Tidak Sehat
76,141,Tidak Sehat
423,283,Berbahaya
481,171,Berbahaya
457,413,Berbahaya
201,54,Sangat Tidak Sehat
237,213,Sangat Tidak Sehat
380,114,Berbahaya
340,249,Berbahaya
129,226,Sangat Tidak Sehat
39,14,Baik
102,496,Berbahaya
235,457,Berbahaya
222,468,Berbahaya
401,11,Berbahaya
185,158,Tidak Sehat
104,380,Berbahaya
123,46,Tidak Sehat
29,74,Sedang
230,119,Sangat Tidak Sehat
316,255,Berbahaya
282,244,Sangat Tidak Sehat
439,172,Berbahaya
30,125,Tidak Sehat
372,182,Berbahaya
219,499,Berbahaya
361,12,Berbahaya
62,500,Berbahaya
139,343,Berbahaya
229,287,Sangat Tidak Sehat
268,163,Sangat Tidak Sehat
474,322,Berbahaya
223,183,Sangat Tidak Sehat
48,156,Tidak Sehat
99,464,Berbahaya
155,428,Berbahaya
475,325,Berbahaya
374,183,Berbahaya
143,208,Sangat Tidak Sehat
232,93,Sangat Tidak Sehat
291,72,Sangat Tidak Sehat
463,466,Berbahaya
450,169,Berbahaya
383,469,Berbahaya
1,419,Berbahaya
446,181,Berbahaya
9,497,Berbahaya
333,397,Berbahaya
328,325,Berbahaya
340,91,Berbahaya
176,3,Tidak Sehat
477,289,Berbahaya
487,314,Berbahaya
163,291,Sangat Tidak Sehat
124,458,Berbahaya
65,352,Berbahaya
152,161,Tidak Sehat
360,434,Berbahaya
112,217,Sangat Tidak Sehat
59,292,Sangat Tidak Sehat
247,131,Sangat Tidak Sehat
189,265,Sangat Tidak Sehat
280,472,Berbahaya
143,228,Sangat Tidak Sehat
231,83,Sangat Tidak Sehat
231,358,Berbahaya
239,440,Berbahaya
164,110,Tidak Sehat
273,494,Berbahaya
166,168,Tidak Sehat
217,444,Berbahaya
434,474,Berbahaya
351,298,Berbahaya
11,228,Sangat Tidak Sehat
238,384,Berbahaya
194,65,Tidak Sehat
470,498,Berbahaya
94,138,Tidak Sehat
230,76,Sangat Tidak Sehat
260,125,Sangat Tidak Sehat
220,254,Sangat Tidak Sehat
249,275,Sangat Tidak Sehat
0,273,Sangat Tidak Sehat
270,241,Sangat Tidak Sehat
160,449,Berbahaya
237,61,Sangat Tidak Sehat
227,263,Sangat Tidak Sehat
153,86,Tidak Sehat
21,398,Berbahaya
293,414,Berbahaya
486,342,Berbahaya
225,282,Sangat Tidak Sehat
438,152,Berbahaya
61,107,Tidak Sehat
161,142,Tidak Sehat
475,397,Berbahaya
104,342,Berbahaya
87,36,Sedang
74,288,Sangat Tidak Sehat
489,455,Berbahaya
297,383,Berbahaya
191,452,Berbahaya
407,294,Berbahaya
376,426,Berbahaya
32,481,Berbahaya
141,380,Berbahaya
370,20,Berbahaya
326,343,Berbahaya
1,412,Berbahaya
28,85,Sedang
235,112,Sangat Tidak Sehat
5,473,Berbahaya
384,16,Berbahaya
319,399,Berbahaya
138,124,Tidak Sehat
174,385,Berbahaya
110,432,Berbahaya
200,123,Sangat Tidak Sehat
328,104,Berbahaya
479,251,Berbahaya
230,309,Berbahaya
203,47,Sangat Tidak Sehat
185,137,Tidak Sehat
264,274,Sangat Tidak Sehat
243,4,Sangat Tidak Sehat
458,219,Berbahaya
427,90,Berbahaya
366,323,Berbahaya
389,135,Berbahaya
437,241,Berbahaya
372,470,Berbahaya
42,358,Berbahaya
199,357,Berbahaya
487,170,Berbahaya
461,340,Berbahaya
59,60,Sedang
285,500,Berbahaya
84,149,Tidak Sehat
245,323,Berbahaya
468,185,Berbahaya
7,170,Tidak Sehat
260,411,Berbahaya
27,361,Berbahaya
490,83,Berbahaya
304,379,Berbahaya
294,145,Sangat Tidak Sehat
181,285,Sangat Tidak Sehat
497,157,Berbahaya
464,305,Berbahaya
192,475,Berbahaya
56,166,Tidak Sehat
221,472,Berbahaya
262,448,Berbahaya
156,124,Tidak Sehat
160,208,Sangat Tidak Sehat
343,371,Berbahaya
293,269,Sangat Tidak Sehat
341,344,Berbahaya
155,266,Sangat Tidak Sehat
166,448,Berbahaya
167,168,Tidak Sehat
201,293,Sangat Tidak Sehat
103,241,Sangat Tidak Sehat
221,344,Berbahaya
199,200,Sangat Tidak Sehat
83,200,Sangat Tidak Sehat
92,395,Berbahaya
471,109,Berbahaya
157,474,Berbahaya
494,15,Berbahaya
372,358,Berbahaya
386,346,Berbahaya
499,195,Berbahaya
328,474,Berbahaya
246,487,Berbahaya
289,260,Sangat Tidak Sehat
244,189,Sangat Tidak Sehat
418,446,Berbahaya
15,176,Tidak Sehat
222,290,Sangat Tidak Sehat
258,288,Sangat Tidak Sehat
46,496,Berbahaya
224,36,Sangat Tidak Sehat
333,18,Berbahaya
326,86,Berbahaya
432,291,Berbahaya
37,335,Berbahaya
205,389,Berbahaya
389,442,Berbahaya
